datetime,Make,Model,Quantity,Pct
2013-04-01,Mitsubishi,Mitsubishi Outlander,387,2.8
2013-04-01,Volvo,Volvo V40,369,2.6
2013-04-01,Ford,Ford Focus,325,2.3
2013-04-01,Volkswagen,Volkswagen Passat,324,2.3
2013-04-01,Volkswagen,Volkswagen Tiguan,316,2.3
2013-04-01,Toyota,Toyota Yaris,297,2.1
2013-04-01,Nissan,Nissan Qashqai,266,1.9
2013-04-01,Volvo,Volvo V70,264,1.9
2013-04-01,Mercedes-Benz,Mercedes-Benz A-klasse,260,1.9
2013-04-01,Skoda,Skoda Octavia,252,1.8
2013-04-01,Audi,Audi A4,247,1.8
2013-04-01,Mazda,Mazda CX-5,243,1.7
2013-04-01,Volvo,Volvo V60,243,1.7
2013-04-01,Toyota,Toyota Avensis,208,1.5
2013-04-01,Honda,Honda CR-V,205,1.5
2013-04-01,Toyota,Toyota Prius,151,1.1
2013-05-01,Volkswagen,Volkswagen Golf,512,4.26240426240426
2013-05-01,Volvo,Volvo V40,400,3.33000333000333
2013-05-01,Toyota,Toyota Auris,397,3.3050283050282996
2013-05-01,Mitsubishi,Mitsubishi Outlander,396,3.2967032967033
2013-05-01,Toyota,Toyota Yaris,366,3.0469530469530497
2013-05-01,Toyota,Toyota Rav4,356,2.96370296370296
2013-05-01,Ford,Ford Focus,335,2.78887778887779
2013-05-01,Nissan,Nissan Leaf,330,2.74725274725275
2013-05-01,Toyota,Toyota Avensis,276,2.2977022977023
2013-05-01,Nissan,Nissan Qashqai,261,2.1728271728271698
2013-05-01,Volkswagen,Volkswagen Passat,256,2.13120213120213
2013-05-01,Opel,Opel Mokka,238,1.98135198135198
2013-05-01,Volvo,Volvo V70,217,1.8065268065268099
2013-05-01,Volkswagen,Volkswagen Tiguan,211,1.75657675657676
2013-05-01,Audi,Audi A3,211,1.75657675657676
2013-05-01,Audi,Audi A4,197,1.64002664002664
2013-05-01,Peugeot,Peugeot 208,194,1.61505161505162
2013-05-01,Skoda,Skoda Octavia,187,1.55677655677656
2013-05-01,Mercedes-Benz,Mercedes-Benz A-klasse,184,1.5318015318015301
2013-05-01, Mercedes-Benz, Mercedes-Benz A-klasse,184,1.5318015318015301
2013-05-01,BMW,BMW 3-serie,173,1.4402264402264398
2013-05-01,Ford,Ford Kuga,171,1.42357642357642
2013-05-01,Mazda,Mazda CX-5,167,1.39027639027639
2013-05-01,Honda,Honda CR-V,164,1.36530136530137
2013-05-01,Volvo,Volvo XC60,159,1.32367632367632
2013-05-01,Ford,Ford Fiesta,151,1.25707625707626
2013-05-01,Ford,Ford Mondeo,148,1.2321012321012301
2013-05-01,Volvo,Volvo V60,144,1.1988011988012
2013-05-01,BMW,BMW 1-serie,140,1.1655011655011698
2013-05-01,Peugeot,Peugeot 508,137,1.14052614052614
2013-05-01,BMW,BMW X3,136,1.1322011322011298
2013-06-01,Volkswagen,Volkswagen Golf,550,5.0
2013-06-01,Toyota,Toyota Rav4,448,4.1
2013-06-01,Toyota,Toyota Yaris,350,3.2
2013-06-01,Nissan,Nissan Leaf,340,3.1
2013-06-01,Mazda,Mazda CX-5,336,3.1
2013-06-01,Ford,Ford Focus,295,2.7
2013-06-01,Volkswagen,Volkswagen Passat,281,2.6
2013-06-01,Toyota,Toyota Auris,269,2.5
2013-06-01,Mitsubishi,Mitsubishi Outlander,260,2.4
2013-06-01,Volvo,Volvo V40,251,2.3
2013-06-01,Nissan,Nissan Qashqai,230,2.1
2013-06-01,Volvo,Volvo V70,218,2.0
2013-06-01,Volkswagen,Volkswagen Tiguan,216,2.0
2013-06-01,Skoda,Skoda Octavia,184,1.7
2013-06-01,Toyota,Toyota Avensis,165,1.5
2013-06-01,Audi,Audi A4,159,1.5
2013-06-01,Honda,Honda CR-V,132,1.2
2013-06-01,Opel,Opel Mokka,110,1.0
2013-06-01,Volvo,Volvo V60,103,0.9
2013-06-01,Mercedes-Benz,Mercedes-Benz A-klasse,81,0.7
2013-07-01,Volkswagen,Volkswagen Golf,587,5.2
2013-07-01,Mazda,Mazda CX-5,502,4.4377652050919405
2013-07-01,Toyota,Toyota Yaris,441,3.89851485148515
2013-07-01,Toyota,Toyota Rav4,423,3.73939179632249
2013-07-01,Volvo,Volvo V40,329,2.9084158415841603
2013-07-01,Nissan,Nissan Qashqai,289,2.5548090523338
2013-07-01,Nissan,Nissan Leaf,268,2.36916548797737
2013-07-01,Toyota,Toyota Auris,257,2.27192362093352
2013-07-01,Skoda,Skoda Octavia,236,2.08628005657709
2013-07-01,Volvo,Volvo V70,233,2.0597595473833104
2013-07-01,Ford,Ford Focus,232,2.05091937765205
2013-07-01,Mitsubishi,Mitsubishi Outlander,228,2.01555869872702
2013-07-01,Volkswagen,Volkswagen Tiguan,228,2.01555869872702
2013-07-01,Volkswagen,Volkswagen Passat,222,1.9625176803394602
2013-07-01,Toyota,Toyota Avensis,222,1.9625176803394602
2013-07-01,Audi,Audi A3,222,1.9625176803394602
2013-07-01,Audi,Audi A4,185,1.6354314002828898
2013-07-01,Volkswagen,Volkswagen Polo,178,1.57355021216407
2013-07-01,Volvo,Volvo V60,164,1.44978783592645
2013-07-01,Ford,Ford Mondeo,161,1.42326732673267
2013-07-01,Ford,Ford Kuga,158,1.3967468175388997
2013-07-01,Volvo,Volvo XC60,155,1.3702263083451203
2013-07-01,BMW,BMW 3-serie,143,1.26414427157001
2013-07-01,Toyota,Toyota Prius,142,1.25530410183876
2013-07-01,Volkswagen,Volkswagen up!,142,1.25530410183876
2013-07-01,Kia,Kia Sportage,136,1.2022630834512
2013-07-01,Hyundai,Hyundai i20,133,1.17574257425743
2013-07-01,BMW,BMW 1-serie,121,1.0696605374823198
2013-07-01,Mercedes-Benz,Mercedes-Benz A-klasse,112,0.99009900990099
2013-07-01,Skoda,Skoda Superb,112,0.99009900990099
2013-07-01,Honda,Honda CR-V,76,0.671852899575672
2013-08-01,Volkswagen,Volkswagen Golf,514,4.4
2013-08-01,Mazda,Mazda CX-5,506,4.3
2013-08-01,Toyota,Toyota Auris,459,3.9
2013-08-01,Nissan,Nissan Leaf,448,3.8
2013-08-01,Toyota,Toyota Yaris,426,3.7
2013-08-01,Toyota,Toyota Rav4,368,3.2
2013-08-01,Skoda,Skoda Octavia,324,2.8
2013-08-01,Volkswagen,Volkswagen Tiguan,272,2.3
2013-08-01,Ford,Ford Focus,258,2.2
2013-08-01,Volkswagen,Volkswagen Passat,226,1.9
2013-08-01,Volvo,Volvo V40,217,1.9
2013-08-01,Audi,Audi A3,213,1.8
2013-08-01,Nissan,Nissan Qashqai,200,1.7
2013-08-01,Mitsubishi,Mitsubishi Outlander,188,1.6
2013-08-01,Toyota,Toyota Avensis,157,1.3
2013-08-01,Mercedes-Benz,Mercedes-Benz A-klasse,148,1.3
2013-08-01,Volvo,Volvo V70,141,1.2
2013-08-01,Audi,Audi A4,135,1.2
2013-08-01,Honda,Honda CR-V,121,1.0
2013-08-01,Volvo,Volvo V60,109,0.9
2013-09-01,Tesla,Tesla Model S,616,5.1
2013-09-01,Volkswagen,Volkswagen Golf,561,4.6
2013-09-01,Toyota,Toyota Auris,511,4.2
2013-09-01,Skoda,Skoda Octavia,444,3.6
2013-09-01,Mazda,Mazda CX-5,421,3.5
2013-09-01,Volvo,Volvo V40,373,3.1
2013-09-01,Nissan,Nissan Leaf,349,2.9
2013-09-01,Toyota,Toyota Rav4,312,2.6
2013-09-01,Toyota,Toyota Yaris,297,2.4
2013-09-01,Volkswagen,Volkswagen Tiguan,294,2.4
2013-09-01,Volvo,Volvo V70,272,2.2
2013-09-01,Ford,Ford Focus,251,2.1
2013-09-01,Volkswagen,Volkswagen Passat,250,2.1
2013-09-01,Volvo,Volvo XC60,214,1.8
2013-09-01,BMW,BMW 3-serie,213,1.8
2013-09-01,Volvo,Volvo V60,200,1.6
2013-09-01,Audi,Audi A3,196,1.6
2013-09-01,Kia,Kia Sportage,196,1.6
2013-09-01,Toyota,Toyota Avensis,188,1.5
2013-09-01,Nissan,Nissan Qashqai,183,1.5
2013-09-01,Mitsubishi,Mitsubishi Outlander,165,1.4
2013-09-01,Audi,Audi A4,148,1.2
2013-09-01,Peugeot,Peugeot 208,143,1.2
2013-09-01,Volkswagen,Volkswagen Polo,139,1.1
2013-09-01,BMW,BMW X3,138,1.1
2013-09-01,Ford,Ford Mondeo,133,1.1
2013-09-01,Suzuki,Suzuki SX4,132,1.1
2013-09-01,BMW,BMW 1-serie,131,1.1
2013-09-01,Toyota,Toyota Prius,118,1.0
2013-09-01,Hyundai,Hyundai i20,112,0.9
2013-09-01,Mercedes-Benz,Mercedes-Benz A-klasse,107,0.9
2013-10-01,Nissan,Nissan Leaf,716,5.6
2013-10-01,Toyota,Toyota Auris,679,5.3
2013-10-01,Volkswagen,Volkswagen Golf,646,5.0
2013-10-01,Skoda,Skoda Octavia,540,4.2
2013-10-01,Toyota,Toyota Yaris,446,3.5
2013-10-01,Volvo,Volvo V40,319,2.5
2013-10-01,Toyota,Toyota Rav4,300,2.3
2013-10-01,Mazda,Mazda CX-5,299,2.3
2013-10-01,Volvo,Volvo V70,291,2.3
2013-10-01,Ford,Ford Focus,257,2.0
2013-10-01,Nissan,Nissan Qashqai,240,1.9
2013-10-01,Volkswagen,Volkswagen Passat,239,1.9
2013-10-01,Volkswagen,Volkswagen Tiguan,223,1.7
2013-10-01,Volvo,Volvo V60,221,1.7
2013-10-01,Audi,Audi A3,202,1.6
2013-10-01,Mitsubishi,Mitsubishi Outlander,177,1.4
2013-10-01,Toyota,Toyota Avensis,176,1.4
2013-10-01,Audi,Audi A4,170,1.3
2013-10-01,Mercedes-Benz,Mercedes-Benz A-klasse,121,0.9
2013-10-01,BMW,BMW 3-serie,114,0.9
2013-11-01,Volkswagen,Volkswagen Golf,666,5.5
2013-11-01,Toyota,Toyota Auris,525,4.3
2013-11-01,Skoda,Skoda Octavia,524,4.3
2013-11-01,Nissan,Nissan Leaf,512,4.2
2013-11-01,Toyota,Toyota Yaris,383,3.2
2013-11-01,Volvo,Volvo V70,306,2.5
2013-11-01,Volvo,Volvo V40,260,2.2
2013-11-01,Toyota,Toyota Rav4,259,2.1
2013-11-01,Mazda,Mazda CX-5,250,2.1
2013-11-01,Volkswagen,Volkswagen Passat,243,2.0
2013-11-01,Volvo,Volvo V60,220,1.8
2013-11-01,Ford,Ford Focus,203,1.7
2013-11-01,Volkswagen,Volkswagen Tiguan,181,1.5
2013-11-01,Mercedes-Benz,Mercedes-Benz A-klasse,151,1.3
2013-11-01,Audi,Audi A3,147,1.2
2013-11-01,Mitsubishi,Mitsubishi Outlander,145,1.2
2013-11-01,BMW,BMW 3-serie,141,1.2
2013-11-01,Nissan,Nissan Qashqai,131,1.1
2013-11-01,Audi,Audi A4,122,1.0
2013-11-01,Toyota,Toyota Avensis,102,0.8
2013-12-01,Tesla,Tesla Model S,553,4.9
2013-12-01,Volvo,Volvo V40,542,4.8
2013-12-01,Volvo,Volvo V70,542,4.8
2013-12-01,Skoda,Skoda Octavia,510,4.5
2013-12-01,Volkswagen,Volkswagen Golf,461,4.0
2013-12-01,Volvo,Volvo V60,416,3.7
2013-12-01,Volkswagen,Volkswagen up!,368,3.2
2013-12-01,Volvo,Volvo XC60,350,3.1
2013-12-01,Nissan,Nissan Leaf,337,3.0
2013-12-01,Toyota,Toyota Auris,311,2.7
2013-12-01,Mercedes-Benz,Mercedes-Benz A-klasse,215,1.9
2013-12-01,Toyota,Toyota Yaris,211,1.9
2013-12-01,Suzuki,Suzuki SX4,211,1.9
2013-12-01,Volkswagen,Volkswagen Tiguan,202,1.8
2013-12-01,Mazda,Mazda CX-5,187,1.6
2013-12-01,Toyota,Toyota RAV4,185,1.6
2013-12-01,Ford,Ford Focus,179,1.6
2013-12-01,Volkswagen,Volkswagen Passat,179,1.6
2013-12-01,Honda,Honda CR-V,178,1.6
2013-12-01,Ford,Ford Kuga,174,1.5
2013-12-01,Audi,Audi A3,170,1.5
2013-12-01,Opel,Opel Mokka,155,1.4
2013-12-01,Mitsubishi,Mitsubishi ASX,155,1.4
2013-12-01,Kia,Kia Sportage,154,1.4
2013-12-01,Mitsubishi,Mitsubishi Outlander,150,1.3
2013-12-01,Subaru,Subaru Forester,134,1.2
2013-12-01,Volkswagen,Volkswagen Polo,132,1.2
2013-12-01,Ford,Ford Mondeo,117,1.0
2013-12-01,Ford,Ford Fiesta,111,1.0
2013-12-01,Mercedes-Benz,Mercedes-Benz E-klasse,106,0.9
2013-12-01,Audi,Audi A4,103,0.9
2013-12-01,Ford,Ford S-Max,101,0.9
2013-12-01,BMW,BMW 3-serie,97,0.9
2013-12-01,Nissan,Nissan Qashqai,96,0.8
2013-12-01,Mercedes-Benz,Mercedes-Benz B-klasse,86,0.8
2013-12-01,BMW,BMW X3,83,0.7
2013-12-01,BMW,BMW 1-serie,83,0.7
2013-12-01,Opel,Opel Insignia,78,0.7
2013-12-01,Peugeot,Peugeot 2008,72,0.6
2013-12-01,Hyundai,Hyundai ix35,70,0.6
2013-12-01,BMW,BMW X1,65,0.6
2013-12-01,Skoda,Skoda Yeti,65,0.6
2013-12-01,Skoda,Skoda Superb,64,0.6
2013-12-01,Mercedes-Benz,Mercedes-Benz GLK,64,0.6
2013-12-01,Mercedes-Benz,Mercedes-Benz C-klasse,63,0.6
2013-12-01,Skoda,Skoda Rapid,63,0.6
2013-12-01,Mercedes-Benz,Mercedes-Benz CLA,61,0.5
2013-12-01,Kia,Kia cee'd,59,0.5
2013-12-01,Audi,Audi Q3,59,0.5
2013-12-01,Toyota,Toyota Avensis,58,0.5
2014-01-01,Nissan,Nissan Leaf,650,5.7
2014-01-01,Toyota,Toyota Auris,563,4.9
2014-01-01,Volkswagen,Volkswagen Golf,465,4.1
2014-01-01,Mazda,Mazda CX-5,406,3.6
2014-01-01,Skoda,Skoda Octavia,378,3.3
2014-01-01,Toyota,Toyota Yaris,351,3.1
2014-01-01,Suzuki,Suzuki SX4,314,2.8
2014-01-01,Toyota,Toyota Rav4,282,2.5
2014-01-01,BMW,BMW 3-serie,235,2.1
2014-01-01,Volkswagen,Volkswagen Tiguan,231,2.0
2014-01-01,Volkswagen,Volkswagen up!,218,1.9
2014-01-01,Volkswagen,Volkswagen Passat,207,1.8
2014-01-01,BMW,BMW X3,186,1.6
2014-01-01,Peugeot,Peugeot 2008,183,1.6
2014-01-01,Mitsubishi,Mitsubishi Outlander,174,1.5
2014-01-01,Volvo,Volvo XC60,174,1.5
2014-01-01,Volvo,Volvo V70,166,1.5
2014-01-01,Peugeot,Peugeot 308,160,1.4
2014-01-01,Ford,Ford Kuga,152,1.3
2014-01-01,Audi,Audi A3,151,1.3
2014-02-01,Volkswagen,Volkswagen Golf,488,4.3
2014-02-01,Nissan,Nissan Leaf,484,4.3
2014-02-01,Toyota,Toyota Auris,453,4.0
2014-02-01,Tesla,Tesla Model S,431,3.8
2014-02-01,Toyota,Toyota Rav4,342,3.0
2014-02-01,Toyota,Toyota Yaris,314,2.8
2014-02-01,Skoda,Skoda Octavia,308,2.7
2014-02-01,Nissan,Nissan Qashqai,292,2.6
2014-02-01,Volkswagen,Volkswagen up!,265,2.4
2014-02-01,Mitsubishi,Mitsubishi Outlander,238,2.1
2014-02-01,Mazda,Mazda CX-5,214,1.9
2014-02-01,Volkswagen,Volkswagen Passat,211,1.9
2014-02-01,Suzuki,Suzuki SX4,209,1.9
2014-02-01,Volvo,Volvo V40,209,1.9
2014-02-01,Volkswagen,Volkswagen Tiguan,194,1.7
2014-02-01,Volvo,Volvo V70,194,1.7
2014-02-01,Peugeot,Peugeot 2008,184,1.6
2014-02-01,BMW,BMW 3-serie,182,1.6
2014-02-01,Volvo,Volvo XC60,163,1.4
2014-02-01,BMW,BMW X3,147,1.3
2014-03-01,Tesla,Tesla Model S,1493,10.8
2014-03-01,Volkswagen,Volkswagen Golf,624,4.5
2014-03-01,Toyota,Toyota Auris,472,3.4
2014-03-01,Volkswagen,Volkswagen up!,444,3.2
2014-03-01,Nissan,Nissan Leaf,425,3.1
2014-03-01,Nissan,Nissan Qashqai,403,2.9
2014-03-01,Mazda,Mazda CX-5,389,2.8
2014-03-01,Toyota,Toyota Rav4,369,2.7
2014-03-01,Mitsubishi,Mitsubishi Outlander,341,2.5
2014-03-01,BMW,BMW i3,336,2.4
2014-03-01,Toyota,Toyota Yaris,304,2.2
2014-03-01,Skoda,Skoda Octavia,301,2.2
2014-03-01,Volvo,Volvo V40,267,1.9
2014-03-01,Volvo,Volvo V70,233,1.7
2014-03-01,Volvo,Volvo XC60,223,1.6
2014-03-01,BMW,BMW 3-serie,220,1.6
2014-03-01,Audi,Audi A3,201,1.5
2014-03-01,Volkswagen,Volkswagen Tiguan,193,1.4
2014-03-01,Volkswagen,Volkswagen Passat,190,1.4
2014-03-01,Suzuki,Suzuki SX4,168,1.2
2014-04-01,Volkswagen,Volkswagen Golf,766,6.3
2014-04-01,Nissan,Nissan Leaf,451,3.7
2014-04-01,Toyota,Toyota Auris,418,3.5
2014-04-01,Skoda,Skoda Octavia,398,3.3
2014-04-01,Volkswagen,Volkswagen up!,348,2.9
2014-04-01,Nissan,Nissan Qashqai,334,2.8
2014-04-01,Mitsubishi,Mitsubishi Outlander,311,2.6
2014-04-01,Volkswagen,Volkswagen Passat,290,2.4
2014-04-01,Volkswagen,Volkswagen Tiguan,278,2.3
2014-04-01,Toyota,Toyota Rav4,274,2.3
2014-04-01,Toyota,Toyota Yaris,268,2.2
2014-04-01,Ford,Ford Focus,266,2.2
2014-04-01,Volvo,Volvo V40,258,2.1
2014-04-01,Audi,Audi A3,240,2.0
2014-04-01,BMW,BMW i3,236,1.9
2014-04-01,Mazda,Mazda CX-5,229,1.9
2014-04-01,Volvo,Volvo V70,220,1.8
2014-04-01,BMW,BMW 3-serie,216,1.8
2014-04-01,Tesla,Tesla Model S,171,1.4
2014-04-01,Suzuki,Suzuki SX4,165,1.4
2014-05-01,Volkswagen,Volkswagen Golf,565,4.6
2014-05-01,Volkswagen,Volkswagen up!,465,3.8
2014-05-01,Skoda,Skoda Octavia,412,3.3
2014-05-01,Toyota,Toyota Auris,408,3.3
2014-05-01,Toyota,Toyota Yaris,378,3.1
2014-05-01,Tesla,Tesla Model S,371,3.0
2014-05-01,Mazda,Mazda CX-5,366,3.0
2014-05-01,Nissan,Nissan Qashqai,358,2.9
2014-05-01,Toyota,Toyota Rav4,348,2.8
2014-05-01,Nissan,Nissan Leaf,342,2.8
2014-05-01,Volvo,Volvo V40,327,2.7
2014-05-01,Mitsubishi,Mitsubishi Outlander,248,2.0
2014-05-01,Audi,Audi A3,219,1.8
2014-05-01,Volkswagen,Volkswagen Passat,206,1.7
2014-05-01,Volvo,Volvo V70,192,1.6
2014-05-01,Volkswagen,Volkswagen Tiguan,188,1.5
2014-05-01,BMW,BMW 3-serie,165,1.3
2014-05-01,Suzuki,Suzuki SX4,163,1.3
2014-05-01,Ford,Ford Focus,159,1.3
2014-05-01,BMW,BMW i3,131,1.1
2014-06-01,Volkswagen,Volkswagen Golf,723,6.3
2014-06-01,Tesla,Tesla Model S,536,4.7
2014-06-01,Toyota,Toyota Auris,399,3.5
2014-06-01,Skoda,Skoda Octavia,381,3.3
2014-06-01,Toyota,Toyota Yaris,331,2.9
2014-06-01,Nissan,Nissan Leaf,313,2.7
2014-06-01,Toyota,Toyota Rav4,308,2.7
2014-06-01,Mazda,Mazda CX-5,283,2.5
2014-06-01,Volvo,Volvo V40,275,2.4
2014-06-01,Volkswagen,Volkswagen up!,251,2.2
2014-06-01,Ford,Ford Focus,239,2.1
2014-06-01,Mitsubishi,Mitsubishi Outlander,211,1.8
2014-06-01,Nissan,Nissan Qashqai,208,1.8
2014-06-01,Audi,Audi A3,196,1.7
2014-06-01,Volkswagen,Volkswagen Passat,195,1.7
2014-06-01,Volvo,Volvo V70,193,1.7
2014-06-01,BMW,BMW i3,146,1.3
2014-06-01,Volkswagen,Volkswagen Tiguan,138,1.2
2014-06-01,Suzuki,Suzuki SX4,135,1.2
2014-06-01,BMW,BMW 3-serie,123,1.1
2014-07-01,Volkswagen,Volkswagen Golf,1136,9.7
2014-07-01,Toyota,Toyota Auris,456,3.9
2014-07-01,Volkswagen,Volkswagen up!,338,2.9
2014-07-01,Skoda,Skoda Octavia,336,2.9
2014-07-01,Mazda,Mazda CX-5,323,2.8
2014-07-01,Toyota,Toyota Rav4,319,2.7
2014-07-01,Nissan,Nissan Leaf,313,2.7
2014-07-01,Volvo,Volvo V40,304,2.6
2014-07-01,Toyota,Toyota Yaris,289,2.5
2014-07-01,Nissan,Nissan Qashqai,259,2.2
2014-07-01,Volvo,Volvo V70,252,2.2
2014-07-01,Audi,Audi A3,222,1.9
2014-07-01,Volkswagen,Volkswagen Tiguan,218,1.9
2014-07-01,Mitsubishi,Mitsubishi Outlander,217,1.9
2014-07-01,Volkswagen,Volkswagen Passat,188,1.6
2014-07-01,Suzuki,Suzuki SX4,174,1.5
2014-07-01,Ford,Ford Focus,150,1.3
2014-07-01,BMW,BMW 3-serie,141,1.2
2014-07-01,BMW,BMW i3,124,1.1
2014-07-01,Tesla,Tesla Model S,114,1.0
2014-08-01,Volkswagen,Volkswagen Golf,1075,9.4
2014-08-01,Toyota,Toyota Auris,461,4.0
2014-08-01,Nissan,Nissan Leaf,400,3.5
2014-08-01,Volkswagen,Volkswagen up!,364,3.2
2014-08-01,Mazda,Mazda CX-5,360,3.1
2014-08-01,Skoda,Skoda Octavia,354,3.1
2014-08-01,Toyota,Toyota Rav4,301,2.6
2014-08-01,Mitsubishi,Mitsubishi Outlander,280,2.4
2014-08-01,Toyota,Toyota Yaris,204,1.8
2014-08-01,BMW,BMW i3,202,1.8
2014-08-01,Audi,Audi A3,200,1.7
2014-08-01,Nissan,Nissan Qashqai,199,1.7
2014-08-01,Volvo,Volvo V70,197,1.7
2014-08-01,Tesla,Tesla Model S,183,1.6
2014-08-01,Volvo,Volvo V40,176,1.5
2014-08-01,Volkswagen,Volkswagen Passat,169,1.5
2014-08-01,Volkswagen,Volkswagen Tiguan,167,1.5
2014-08-01,Ford,Ford Focus,144,1.3
2014-08-01,Suzuki,Suzuki SX4,142,1.2
2014-08-01,BMW,BMW 3-serie,139,1.2
2014-09-01,Volkswagen,Volkswagen Golf,939,8.1
2014-09-01,Toyota,Toyota Auris,537,4.6
2014-09-01,Nissan,Nissan Leaf,367,3.2
2014-09-01,Mazda,Mazda CX-5,361,3.1
2014-09-01,Mitsubishi,Mitsubishi Outlander,346,3.0
2014-09-01,Toyota,Toyota Yaris,339,2.9
2014-09-01,Skoda,Skoda Octavia,323,2.8
2014-09-01,Toyota,Toyota Rav4,294,2.5
2014-09-01,Volkswagen,Volkswagen up!,289,2.5
2014-09-01,Volvo,Volvo V40,272,2.3
2014-09-01,Volvo,Volvo V70,266,2.3
2014-09-01,Suzuki,Suzuki SX4,196,1.7
2014-09-01,Nissan,Nissan Qashqai,189,1.6
2014-09-01,Ford,Ford Focus,161,1.4
2014-09-01,BMW,BMW i3,149,1.3
2014-09-01,Audi,Audi A3,146,1.3
2014-09-01,Volkswagen,Volkswagen Passat,143,1.2
2014-09-01,BMW,BMW 3-serie,108,0.9
2014-09-01,Tesla,Tesla Model S,104,0.9
2014-09-01,Volkswagen,Volkswagen Tiguan,99,0.9
2014-10-01,Volkswagen,Volkswagen Golf,1038,8.0
2014-10-01,Skoda,Skoda Octavia,483,3.7
2014-10-01,Toyota,Toyota Auris,480,3.7
2014-10-01,Toyota,Toyota Yaris,440,3.4
2014-10-01,Nissan,Nissan Leaf,372,2.9
2014-10-01,Volvo,Volvo V70,343,2.6
2014-10-01,Volvo,Volvo V40,337,2.6
2014-10-01,Mazda,Mazda CX-5,331,2.6
2014-10-01,Volkswagen,Volkswagen up!,326,2.5
2014-10-01,Nissan,Nissan Qashqai,296,2.3
2014-10-01,Toyota,Toyota Rav4,279,2.2
2014-10-01,Peugeot,Peugeot 308,260,2.0
2014-10-01,Mitsubishi,Mitsubishi Outlander,229,1.8
2014-10-01,Volkswagen,Volkswagen Tiguan,227,1.8
2014-10-01,Audi,Audi A3,221,1.7
2014-10-01,Suzuki,Suzuki SX4,208,1.6
2014-10-01,Volkswagen,Volkswagen Passat,169,1.3
2014-10-01,Ford,Ford Focus,139,1.1
2014-10-01,BMW,BMW i3,130,1.0
2014-10-01,Tesla,Tesla Model S,36,0.3
2014-11-01,Volkswagen,Volkswagen Golf,870,7.6
2014-11-01,Toyota,Toyota Auris,381,3.3
2014-11-01,Mazda,Mazda CX-5,368,3.2
2014-11-01,Skoda,Skoda Octavia,361,3.1
2014-11-01,Toyota,Toyota Yaris,361,3.1
2014-11-01,Nissan,Nissan Leaf,311,2.7
2014-11-01,Toyota,Toyota Rav4,294,2.6
2014-11-01,Volvo,Volvo V40,287,2.5
2014-11-01,Volkswagen,Volkswagen up!,283,2.5
2014-11-01,Volvo,Volvo V70,283,2.5
2014-11-01,Mitsubishi,Mitsubishi Outlander,230,2.0
2014-11-01,Ford,Ford Focus,219,1.9
2014-11-01,Volvo,Volvo XC60,215,1.9
2014-11-01,Volkswagen,Volkswagen Tiguan,212,1.8
2014-11-01,Tesla,Tesla Model S,202,1.8
2014-11-01,Nissan,Nissan Qashqai,191,1.7
2014-11-01,Volkswagen,Volkswagen Passat,167,1.5
2014-11-01,Audi,Audi A3,157,1.4
2014-11-01,BMW,BMW i3,156,1.4
2014-11-01,Suzuki,Suzuki SX4,150,1.3
2014-12-01,Volkswagen,Volkswagen Golf,990,7.8
2014-12-01,Volvo,Volvo V70,562,4.4
2014-12-01,Volvo,Volvo V40,535,4.2
2014-12-01,Volvo,Volvo XC60,524,4.1
2014-12-01,Skoda,Skoda Octavia,392,3.1
2014-12-01,Toyota,Toyota Auris,357,2.8
2014-12-01,Nissan,Nissan Leaf,353,2.8
2014-12-01,Volkswagen,Volkswagen Passat,324,2.6
2014-12-01,Toyota,Toyota Yaris,312,2.5
2014-12-01,Tesla,Tesla Model S,267,2.1
2014-12-01,Mazda,Mazda CX-5,216,1.7
2014-12-01,Volkswagen,Volkswagen up!,216,1.7
2014-12-01,Peugeot,Peugeot 308,206,1.6
2014-12-01,Audi,Audi A3,205,1.6
2014-12-01,Toyota,Toyota Rav4,204,1.6
2014-12-01,Volkswagen,Volkswagen Tiguan,195,1.5
2014-12-01,Ford,Ford Focus,190,1.5
2014-12-01,Mitsubishi,Mitsubishi Outlander,163,1.3
2014-12-01,Nissan,Nissan Qashqai,146,1.2
2014-12-01,Suzuki,Suzuki SX4,121,1.0
2015-01-01,Volkswagen,Volkswagen Golf,1313,12.5
2015-01-01,Volkswagen,Volkswagen Golf,1199,11.2
2015-01-01,Toyota,Toyota Rav4,535,5.1
2015-01-01,Toyota,Toyota Yaris,328,3.1
2015-01-01,Mitsubishi,Mitsubishi Outlander,326,3.1
2015-01-01,Nissan,Nissan Qashqai,315,3.0
2015-01-01,Toyota,Toyota Auris,313,3.0
2015-01-01,Nissan,Nissan Leaf,309,2.9
2015-01-01,Skoda,Skoda Octavia,289,2.7
2015-01-01,Volkswagen,Volkswagen Passat,254,2.4
2015-01-01,Mazda,Mazda CX-5,252,2.4
2015-01-01,Hyundai,Hyundai i20,217,2.1
2015-01-01,Volkswagen,Volkswagen up!,194,1.8
2015-01-01,Mercedes-Benz,Mercedes-Benz C-klasse,178,1.7
2015-01-01,Suzuki,Suzuki SX4,170,1.6
2015-01-01,Ford,Ford Kuga,147,1.4
2015-01-01,Ford,Ford Focus,143,1.4
2015-01-01,Ford,Ford Mondeo,124,1.2
2015-01-01,Audi,Audi A3,119,1.1
2015-01-01,Volkswagen,Volkswagen Tiguan,118,1.1
2015-01-01,Nissan,Nissan X-Trail,116,1.1
2015-02-01,Toyota,Toyota Rav4,450,4.2
