purchase_time,purchase_date,quantity
2017-05-29 21:06:17,2017-05-29,10
2017-05-23 20:46:50,2017-05-23,4
2017-05-03 11:58:43,2017-05-03,7
2017-05-09 21:34:49,2017-05-09,5
2017-06-11 11:22:12,2017-06-11,12
2017-05-19 15:40:40,2017-05-19,13
2017-05-29 16:27:13,2017-05-29,1
2017-06-02 10:27:06,2017-06-02,12
2017-06-03 11:37:42,2017-06-03,14
2017-05-05 08:57:15,2017-05-05,4
2017-06-02 19:04:55,2017-06-02,10
2017-05-06 10:29:30,2017-05-06,4
2017-05-08 13:22:47,2017-05-08,12
2017-05-07 13:52:16,2017-05-07,4
2017-06-10 16:27:05,2017-06-10,13
2017-05-21 17:05:07,2017-05-21,4
2017-05-16 20:36:18,2017-05-16,8
2017-06-12 18:23:32,2017-06-12,14
2017-05-19 22:07:19,2017-05-19,5
2017-05-27 12:11:27,2017-05-27,5
2017-05-15 00:45:02,2017-05-15,3
2017-05-18 15:20:27,2017-05-18,12
2017-05-25 21:42:15,2017-05-25,9
2017-05-15 09:02:34,2017-05-15,9
2017-05-28 15:00:23,2017-05-28,12
2017-05-05 11:59:39,2017-05-05,2
2017-05-13 23:46:28,2017-05-13,10
2017-05-17 18:26:35,2017-05-17,1
2017-05-13 18:20:06,2017-05-13,6
2017-06-01 13:23:31,2017-06-01,9
2017-05-12 14:48:10,2017-05-12,5
2017-05-09 21:09:48,2017-05-09,5
2017-05-13 22:46:15,2017-05-13,2
2017-06-08 10:20:26,2017-06-08,3
2017-06-07 17:52:49,2017-06-07,3
2017-05-20 09:16:51,2017-05-20,8
2017-06-06 23:32:53,2017-06-06,11
2017-05-08 22:15:35,2017-05-08,9
2017-06-14 01:53:47,2017-06-14,1
2017-06-08 22:38:47,2017-06-08,11
2017-05-05 16:19:56,2017-05-05,6
2017-05-22 16:32:00,2017-05-22,5
2017-05-21 15:05:04,2017-05-21,1
2017-05-15 16:55:06,2017-05-15,1
2017-05-15 10:34:24,2017-05-15,5
2017-06-02 09:18:44,2017-06-02,9
2017-05-25 00:27:30,2017-05-25,8
2017-06-15 16:48:19,2017-06-15,10
2017-05-22 12:07:15,2017-05-22,10
2017-06-11 13:04:43,2017-06-11,2
2017-06-10 12:10:31,2017-06-10,8
2017-05-29 20:30:01,2017-05-29,4
2017-05-25 10:05:42,2017-05-25,10
2017-05-21 12:26:59,2017-05-21,5
2017-05-29 12:56:29,2017-05-29,9
2017-05-04 19:31:51,2017-05-04,9
2017-05-02 11:20:34,2017-05-02,9
2017-06-09 13:59:44,2017-06-09,5
2017-05-16 17:53:26,2017-05-16,5
2017-06-15 12:56:38,2017-06-15,2
2017-06-06 19:46:52,2017-06-06,5
2017-05-16 23:09:07,2017-05-16,6
2017-05-15 19:58:44,2017-05-15,1
2017-06-06 12:54:19,2017-06-06,4
2017-06-12 11:34:57,2017-06-12,10
2017-05-15 22:01:22,2017-05-15,1
2017-05-27 22:54:31,2017-05-27,8
2017-05-27 16:13:48,2017-05-27,7
2017-05-10 15:24:16,2017-05-10,1
2017-05-04 20:45:30,2017-05-04,6
2017-06-01 15:15:58,2017-06-01,9
2017-05-05 17:29:29,2017-05-05,7
2017-06-05 16:01:12,2017-06-05,4
2017-05-18 12:06:46,2017-05-18,1
2017-06-03 15:43:37,2017-06-03,14
2017-06-04 09:13:01,2017-06-04,3
2017-05-31 09:32:45,2017-05-31,7
2017-05-21 22:34:17,2017-05-21,7
2017-06-11 12:55:01,2017-06-11,2
2017-05-21 08:01:40,2017-05-21,1
2017-05-17 16:23:40,2017-05-17,6
2017-06-04 17:50:22,2017-06-04,6
2017-05-09 12:44:14,2017-05-09,13
2017-06-01 11:22:32,2017-06-01,13
2017-05-24 21:25:48,2017-05-24,5
2017-06-13 20:20:57,2017-06-13,8
2017-05-26 13:34:08,2017-05-26,7
2017-06-13 09:43:00,2017-06-13,5
2017-05-16 21:59:35,2017-05-16,4
2017-06-09 14:24:12,2017-06-09,10
2017-05-08 16:43:57,2017-05-08,5
2017-05-03 13:08:06,2017-05-03,11
2017-05-21 13:03:32,2017-05-21,6
2017-05-16 22:35:38,2017-05-16,8
2017-06-12 21:20:17,2017-06-12,6
2017-06-13 13:45:14,2017-06-13,8
2017-05-17 19:22:19,2017-05-17,14
2017-06-02 14:35:36,2017-06-02,13
2017-05-23 22:00:36,2017-05-23,2
2017-06-05 13:23:18,2017-06-05,3
2017-05-14 09:51:48,2017-05-14,11
2017-05-24 13:12:40,2017-05-24,7
2017-06-01 10:06:12,2017-06-01,4
2017-05-22 16:44:11,2017-05-22,14
2017-06-09 19:19:11,2017-06-09,4
2017-05-30 15:45:37,2017-05-30,5
2017-06-06 21:31:50,2017-06-06,2
2017-05-05 18:20:43,2017-05-05,3
2017-05-07 19:16:16,2017-05-07,13
2017-06-05 00:32:17,2017-06-05,11
2017-06-04 13:12:02,2017-06-04,5
2017-05-21 12:23:15,2017-05-21,5
2017-05-04 10:09:36,2017-05-04,6
2017-05-28 23:22:32,2017-05-28,9
2017-05-07 10:22:58,2017-05-07,13
2017-06-01 08:50:03,2017-06-01,6
2017-06-06 14:47:59,2017-06-06,2
2017-06-05 15:53:14,2017-06-05,4
2017-05-16 11:15:51,2017-05-16,9
2017-05-21 21:10:39,2017-05-21,7
2017-05-26 13:38:31,2017-05-26,5
2017-05-15 20:09:05,2017-05-15,5
2017-05-12 12:35:41,2017-05-12,1
2017-06-11 15:57:53,2017-06-11,13
2017-06-07 16:26:44,2017-06-07,1
2017-06-03 11:50:59,2017-06-03,14
2017-05-07 08:40:29,2017-05-07,2
2017-05-30 23:37:31,2017-05-30,9
2017-05-15 08:21:57,2017-05-15,13
2017-06-12 17:56:15,2017-06-12,7
2017-05-19 23:44:08,2017-05-19,2
2017-06-14 11:28:53,2017-06-14,11
2017-05-21 08:04:03,2017-05-21,10
2017-05-03 21:47:51,2017-05-03,11
2017-05-23 22:59:24,2017-05-23,4
2017-05-23 00:13:28,2017-05-23,7
2017-05-18 09:56:49,2017-05-18,7
2017-05-25 15:15:29,2017-05-25,10
2017-06-05 02:09:00,2017-06-05,8
2017-05-28 19:05:43,2017-05-28,2
2017-05-18 10:25:56,2017-05-18,6
2017-05-22 18:07:53,2017-05-22,5
2017-05-17 04:26:46,2017-05-17,14
2017-05-10 19:09:02,2017-05-10,6
2017-05-11 08:39:53,2017-05-11,12
2017-05-17 21:04:28,2017-05-17,7
2017-05-08 14:55:05,2017-05-08,5
2017-06-11 23:20:34,2017-06-11,5
2017-05-22 10:03:07,2017-05-22,10
2017-05-28 21:43:41,2017-05-28,5
2017-06-15 16:46:30,2017-06-15,9
2017-05-01 20:40:57,2017-05-01,10
2017-05-20 15:56:32,2017-05-20,5
2017-05-10 08:00:37,2017-05-10,1
2017-05-15 20:09:57,2017-05-15,1
2017-05-01 17:59:15,2017-05-01,2
2017-05-11 14:19:13,2017-05-11,1
2017-06-01 10:10:24,2017-06-01,11
2017-05-06 09:04:24,2017-05-06,3
2017-05-16 23:08:19,2017-05-16,9
2017-05-04 14:02:45,2017-05-04,13
2017-05-08 09:43:44,2017-05-08,1
2017-05-06 19:11:48,2017-05-06,3
2017-05-23 16:52:34,2017-05-23,10
2017-05-16 15:44:12,2017-05-16,9
2017-05-09 23:48:07,2017-05-09,1
2017-05-23 17:14:58,2017-05-23,3
2017-06-12 12:26:02,2017-06-12,5
2017-05-10 21:26:32,2017-05-10,3
2017-05-05 21:39:28,2017-05-05,6
2017-05-06 19:44:18,2017-05-06,6
2017-05-22 22:29:13,2017-05-22,2
2017-06-04 08:12:24,2017-06-04,14
2017-05-01 20:04:01,2017-05-01,14
2017-06-09 15:16:36,2017-06-09,11
2017-06-09 13:19:43,2017-06-09,8
2017-06-07 12:05:10,2017-06-07,8
2017-05-19 22:35:01,2017-05-19,2
2017-05-21 08:03:50,2017-05-21,8
2017-06-04 18:20:45,2017-06-04,10
2017-05-08 13:45:25,2017-05-08,13
2017-06-11 15:57:34,2017-06-11,4
2017-05-03 10:30:37,2017-05-03,10
2017-05-05 22:12:04,2017-05-05,1
2017-05-25 15:52:33,2017-05-25,5
2017-06-05 21:20:51,2017-06-05,9
2017-05-04 07:07:04,2017-05-04,10
2017-05-09 14:38:16,2017-05-09,3
2017-06-01 13:09:49,2017-06-01,13
2017-06-02 14:34:06,2017-06-02,13
2017-06-02 14:40:22,2017-06-02,2
2017-05-21 08:00:05,2017-05-21,6
2017-05-06 16:08:10,2017-05-06,12
2017-05-25 03:26:40,2017-05-25,12
2017-06-06 17:52:07,2017-06-06,3
2017-05-01 20:04:31,2017-05-01,11
2017-05-21 12:02:55,2017-05-21,9
2017-05-31 18:30:10,2017-05-31,14
2017-05-15 14:30:03,2017-05-15,14
2017-06-09 08:49:04,2017-06-09,10
2017-05-15 16:59:19,2017-05-15,4
2017-06-04 18:49:40,2017-06-04,10
2017-06-15 22:28:02,2017-06-15,12
2017-05-02 20:31:41,2017-05-02,2
2017-05-12 16:01:02,2017-05-12,7
2017-05-22 11:54:24,2017-05-22,9
2017-05-07 19:37:27,2017-05-07,6
2017-05-09 11:02:03,2017-05-09,12
2017-06-01 21:55:54,2017-06-01,8
2017-06-02 22:01:45,2017-06-02,7
2017-05-02 20:32:57,2017-05-02,1
2017-05-06 10:56:15,2017-05-06,5
2017-05-18 14:19:36,2017-05-18,10
2017-05-11 00:53:06,2017-05-11,10
2017-05-31 12:41:20,2017-05-31,4
2017-05-18 02:02:54,2017-05-18,9
2017-05-31 21:45:32,2017-05-31,13
2017-06-06 23:09:15,2017-06-06,11
2017-06-01 22:44:23,2017-06-01,13
2017-05-26 14:27:09,2017-05-26,1
2017-06-12 19:50:16,2017-06-12,3
2017-05-21 07:57:53,2017-05-21,1
2017-05-09 11:01:12,2017-05-09,1
2017-05-13 15:37:46,2017-05-13,2
2017-05-29 13:38:04,2017-05-29,2
2017-06-09 16:40:56,2017-06-09,8
2017-05-10 13:45:36,2017-05-10,13
2017-06-07 22:00:11,2017-06-07,12
2017-05-24 22:42:55,2017-05-24,1
2017-05-21 08:02:01,2017-05-21,13
2017-06-14 00:58:04,2017-06-14,2
2017-06-02 13:18:11,2017-06-02,8
2017-06-06 13:59:52,2017-06-06,13
2017-05-13 20:16:01,2017-05-13,7
2017-05-17 10:22:14,2017-05-17,8
2017-05-30 19:58:17,2017-05-30,13
2017-05-24 19:20:02,2017-05-24,2
2017-05-21 07:59:38,2017-05-21,14
2017-05-19 20:46:52,2017-05-19,8
2017-05-02 10:01:50,2017-05-02,1
2017-05-26 19:28:02,2017-05-26,5
2017-06-06 19:54:28,2017-06-06,2
2017-05-02 20:57:56,2017-05-02,9
2017-05-20 13:34:44,2017-05-20,1
2017-05-12 14:58:01,2017-05-12,10
2017-06-09 20:35:47,2017-06-09,10
2017-05-23 09:50:26,2017-05-23,5
2017-05-22 19:23:14,2017-05-22,5
2017-06-14 09:03:12,2017-06-14,11
2017-05-04 08:51:47,2017-05-04,8
2017-05-01 11:00:59,2017-05-01,10
2017-05-14 00:25:17,2017-05-14,6
2017-06-08 18:16:23,2017-06-08,10
2017-05-28 23:54:32,2017-05-28,10
2017-05-02 20:17:25,2017-05-02,11
2017-05-08 12:14:05,2017-05-08,11
2017-05-07 23:40:38,2017-05-07,4
2017-06-01 16:53:03,2017-06-01,7
2017-05-29 22:01:05,2017-05-29,7
2017-05-24 11:39:16,2017-05-24,4
2017-05-12 13:07:22,2017-05-12,14
2017-05-06 12:17:56,2017-05-06,8
2017-05-24 14:34:18,2017-05-24,2
2017-05-17 21:50:33,2017-05-17,2
2017-05-28 22:21:09,2017-05-28,8
2017-05-01 19:40:06,2017-05-01,12
2017-05-06 22:56:18,2017-05-06,6
2017-06-03 20:28:04,2017-06-03,9
2017-05-28 22:58:12,2017-05-28,2
2017-06-02 09:41:21,2017-06-02,3
2017-06-05 16:54:47,2017-06-05,11
2017-06-06 19:44:14,2017-06-06,13
2017-05-21 13:26:10,2017-05-21,12
2017-06-02 19:56:30,2017-06-02,3
2017-05-15 21:33:28,2017-05-15,7
2017-06-13 11:33:59,2017-06-13,9
2017-06-11 12:44:42,2017-06-11,10
2017-05-01 22:47:34,2017-05-01,10
2017-05-04 18:29:13,2017-05-04,3
2017-05-17 19:26:07,2017-05-17,7
2017-06-15 19:56:15,2017-06-15,10
2017-05-28 16:31:17,2017-05-28,8
2017-05-19 23:24:52,2017-05-19,6
2017-05-31 21:22:31,2017-05-31,2
2017-05-12 18:34:32,2017-05-12,10
2017-06-09 15:46:17,2017-06-09,10
2017-05-15 14:17:13,2017-05-15,4
2017-05-29 07:28:12,2017-05-29,2
2017-05-23 14:44:11,2017-05-23,2
2017-05-01 10:39:07,2017-05-01,8
2017-06-05 20:46:48,2017-06-05,2
2017-05-22 22:21:31,2017-05-22,9
2017-05-30 19:42:05,2017-05-30,5
2017-06-01 21:28:03,2017-06-01,14
2017-05-30 20:32:45,2017-05-30,13
2017-05-09 22:29:06,2017-05-09,13
2017-05-19 16:09:06,2017-05-19,12
2017-05-18 08:00:43,2017-05-18,14
2017-06-15 18:58:28,2017-06-15,6
2017-05-08 22:48:43,2017-05-08,10
2017-06-09 17:27:45,2017-06-09,10
2017-06-12 21:55:52,2017-06-12,12
2017-05-30 02:58:00,2017-05-30,14
2017-06-15 23:10:45,2017-06-15,13
2017-06-02 18:54:54,2017-06-02,5
2017-05-16 15:42:43,2017-05-16,13
2017-05-15 12:55:13,2017-05-15,8
2017-06-14 18:52:29,2017-06-14,13
2017-06-07 16:25:46,2017-06-07,11
2017-05-13 16:17:53,2017-05-13,1
2017-05-16 11:42:24,2017-05-16,10
2017-05-05 10:12:43,2017-05-05,5
2017-06-14 17:57:46,2017-06-14,1
2017-06-01 10:55:34,2017-06-01,6
2017-05-11 14:04:20,2017-05-11,1
2017-05-26 01:57:45,2017-05-26,13
2017-05-17 09:44:13,2017-05-17,9
2017-05-12 15:21:10,2017-05-12,9
2017-06-08 08:52:19,2017-06-08,6
2017-05-16 16:20:43,2017-05-16,11
2017-05-17 16:50:43,2017-05-17,6
2017-06-05 10:32:49,2017-06-05,4
2017-06-07 22:18:23,2017-06-07,2
2017-05-07 17:20:47,2017-05-07,14
2017-05-24 09:34:41,2017-05-24,3
2017-05-05 15:52:18,2017-05-05,7
2017-05-08 08:53:43,2017-05-08,5
2017-05-16 12:36:37,2017-05-16,4
2017-06-01 20:22:18,2017-06-01,6
2017-05-15 19:54:27,2017-05-15,4
2017-06-07 20:06:06,2017-06-07,8
2017-06-12 12:41:16,2017-06-12,8
2017-05-31 20:03:13,2017-05-31,14
2017-05-05 11:42:53,2017-05-05,9
2017-05-20 17:52:48,2017-05-20,10
2017-05-30 08:48:18,2017-05-30,12
2017-06-15 22:14:18,2017-06-15,14
2017-05-11 16:03:58,2017-05-11,1
2017-05-27 21:17:02,2017-05-27,11
2017-06-12 16:35:49,2017-06-12,10
2017-06-02 14:34:31,2017-06-02,9
2017-06-01 12:30:35,2017-06-01,12
2017-05-02 09:53:39,2017-05-02,3
2017-05-11 16:27:13,2017-05-11,6
2017-05-17 20:30:54,2017-05-17,3
2017-05-12 18:47:42,2017-05-12,12
2017-05-21 15:46:48,2017-05-21,3
2017-05-24 16:55:59,2017-05-24,13
2017-05-28 12:52:47,2017-05-28,11
2017-05-31 22:39:38,2017-05-31,13
2017-05-21 08:06:10,2017-05-21,8
2017-05-16 08:43:59,2017-05-16,9
2017-06-13 21:52:55,2017-06-13,6
2017-05-30 20:09:15,2017-05-30,9
2017-05-29 17:35:13,2017-05-29,1
2017-05-28 12:00:44,2017-05-28,4
2017-05-20 14:42:05,2017-05-20,6
2017-06-03 21:06:21,2017-06-03,7
2017-05-18 15:10:11,2017-05-18,9
2017-05-18 11:19:11,2017-05-18,12
2017-06-14 16:19:07,2017-06-14,12
2017-05-11 18:05:18,2017-05-11,13
2017-06-15 22:06:43,2017-06-15,4
2017-06-12 16:38:33,2017-06-12,14
2017-05-04 13:49:23,2017-05-04,7
2017-06-05 07:17:58,2017-06-05,5
2017-05-09 14:41:10,2017-05-09,13
2017-05-09 17:21:09,2017-05-09,5
2017-06-13 21:56:02,2017-06-13,7
2017-05-16 18:20:00,2017-05-16,6
2017-05-27 16:20:09,2017-05-27,10
2017-05-30 14:46:03,2017-05-30,6
2017-05-03 17:51:17,2017-05-03,5
2017-05-18 19:04:48,2017-05-18,3
2017-05-19 18:13:52,2017-05-19,4
2017-05-30 18:02:17,2017-05-30,4
2017-06-12 22:40:14,2017-06-12,11
2017-06-08 16:47:22,2017-06-08,14
2017-05-08 09:59:01,2017-05-08,6
2017-05-24 17:49:08,2017-05-24,8
2017-06-04 13:30:16,2017-06-04,1
2017-05-31 16:53:35,2017-05-31,1
2017-06-05 21:25:17,2017-06-05,12
2017-06-08 10:56:15,2017-06-08,3
2017-05-22 14:33:20,2017-05-22,7
2017-05-12 04:58:05,2017-05-12,14
2017-05-22 15:51:20,2017-05-22,5
2017-06-11 23:17:32,2017-06-11,2
2017-05-19 23:55:17,2017-05-19,10
2017-06-11 14:33:01,2017-06-11,11
2017-05-15 14:09:26,2017-05-15,4
2017-05-08 13:22:49,2017-05-08,5
2017-06-12 14:13:01,2017-06-12,5
2017-05-01 23:06:57,2017-05-01,10
2017-06-08 08:52:08,2017-06-08,8
2017-05-04 13:27:17,2017-05-04,3
2017-05-04 11:39:47,2017-05-04,4
2017-06-14 13:29:02,2017-06-14,9
2017-06-09 17:38:12,2017-06-09,13
2017-05-21 22:28:36,2017-05-21,12
2017-06-03 00:08:15,2017-06-03,10
2017-05-24 16:49:44,2017-05-24,2
2017-05-24 18:33:41,2017-05-24,1
2017-05-10 19:49:18,2017-05-10,10
2017-06-08 12:14:33,2017-06-08,3
2017-05-29 22:47:27,2017-05-29,13
2017-05-03 21:12:58,2017-05-03,9
2017-05-13 17:13:16,2017-05-13,5
2017-06-14 22:58:31,2017-06-14,10
2017-05-27 21:48:49,2017-05-27,6
2017-05-19 09:43:31,2017-05-19,8
2017-06-06 09:28:07,2017-06-06,3
2017-06-01 08:19:19,2017-06-01,14
2017-06-15 11:11:13,2017-06-15,10
2017-05-14 16:29:24,2017-05-14,6
2017-06-10 18:25:19,2017-06-10,6
2017-06-05 23:33:27,2017-06-05,1
2017-05-16 09:23:23,2017-05-16,9
2017-06-02 10:37:25,2017-06-02,14
2017-05-14 08:16:34,2017-05-14,10
2017-06-06 15:25:18,2017-06-06,7
2017-06-05 12:08:11,2017-06-05,3
2017-06-02 11:02:12,2017-06-02,5
2017-05-09 02:52:05,2017-05-09,11
2017-05-23 15:57:16,2017-05-23,10
2017-05-12 23:14:28,2017-05-12,6
2017-06-01 22:12:30,2017-06-01,1
2017-05-02 10:02:28,2017-05-02,4
2017-05-29 14:44:34,2017-05-29,5
2017-06-06 18:22:03,2017-06-06,2
2017-05-11 21:31:00,2017-05-11,8
2017-05-23 12:55:16,2017-05-23,1
2017-05-11 19:25:16,2017-05-11,3
2017-06-14 07:11:20,2017-06-14,3
2017-05-28 11:58:41,2017-05-28,1
2017-05-25 11:20:15,2017-05-25,7
2017-05-11 12:07:25,2017-05-11,5
2017-05-28 13:39:31,2017-05-28,3
2017-05-24 09:12:10,2017-05-24,6
2017-06-06 18:52:38,2017-06-06,7
2017-06-11 19:43:03,2017-06-11,11
2017-05-15 17:23:34,2017-05-15,7
2017-06-07 21:40:50,2017-06-07,1
2017-06-13 11:17:34,2017-06-13,10
2017-05-14 12:47:08,2017-05-14,5
2017-06-01 16:05:44,2017-06-01,9
2017-06-01 22:45:00,2017-06-01,5
2017-05-15 13:20:40,2017-05-15,9
2017-05-29 21:39:18,2017-05-29,10
2017-06-11 13:33:50,2017-06-11,11
2017-05-05 21:17:02,2017-05-05,9
2017-05-04 12:40:54,2017-05-04,3
2017-05-17 22:01:53,2017-05-17,3
2017-05-08 09:25:02,2017-05-08,6
2017-05-11 16:50:48,2017-05-11,9
2017-06-14 13:07:00,2017-06-14,1
2017-05-15 19:39:50,2017-05-15,9
2017-06-13 11:22:36,2017-06-13,4
2017-05-22 14:59:05,2017-05-22,12
2017-05-19 20:51:25,2017-05-19,3
2017-06-06 23:24:13,2017-06-06,8
2017-05-02 20:56:43,2017-05-02,2
2017-06-14 09:04:00,2017-06-14,3
2017-06-01 16:10:28,2017-06-01,7
2017-06-06 22:31:52,2017-06-06,7
2017-05-19 21:06:03,2017-05-19,14
2017-05-20 17:46:21,2017-05-20,4
2017-05-06 20:28:24,2017-05-06,11
2017-06-01 11:43:41,2017-06-01,8
2017-05-26 07:36:03,2017-05-26,5
2017-06-11 11:42:43,2017-06-11,12
2017-05-11 13:52:30,2017-05-11,12
2017-06-14 06:49:48,2017-06-14,5
2017-05-09 09:22:58,2017-05-09,3
2017-06-04 17:53:37,2017-06-04,5
2017-05-16 11:27:08,2017-05-16,7
2017-05-24 09:05:17,2017-05-24,5
2017-05-19 13:35:30,2017-05-19,5
2017-06-03 15:51:31,2017-06-03,7
2017-05-06 14:29:00,2017-05-06,9
2017-05-11 10:51:40,2017-05-11,8
2017-06-05 00:11:24,2017-06-05,9
2017-05-12 12:15:44,2017-05-12,10
2017-05-23 15:03:59,2017-05-23,11
2017-05-08 20:58:10,2017-05-08,14
2017-05-21 13:51:37,2017-05-21,9
2017-05-14 10:01:03,2017-05-14,6
2017-05-15 14:32:31,2017-05-15,5
2017-05-25 21:48:06,2017-05-25,6
2017-05-21 22:00:38,2017-05-21,13
2017-05-22 12:45:35,2017-05-22,1
2017-05-31 20:11:18,2017-05-31,9
2017-06-05 19:51:07,2017-06-05,1
2017-05-06 20:57:08,2017-05-06,10
2017-05-03 16:47:54,2017-05-03,3
2017-06-14 09:44:17,2017-06-14,7
2017-05-30 11:48:46,2017-05-30,5
2017-05-16 19:31:55,2017-05-16,7
2017-05-21 21:23:15,2017-05-21,2
2017-06-10 02:09:35,2017-06-10,5
2017-05-21 09:23:01,2017-05-21,5
2017-06-09 15:04:57,2017-06-09,5
2017-05-12 22:39:27,2017-05-12,7
2017-06-10 12:53:02,2017-06-10,14
2017-06-01 16:25:59,2017-06-01,1
2017-05-16 10:35:37,2017-05-16,12
2017-06-15 11:14:43,2017-06-15,2
2017-05-20 12:24:25,2017-05-20,1
2017-06-15 14:32:05,2017-06-15,7
2017-05-14 16:59:35,2017-05-14,2
2017-06-07 14:10:15,2017-06-07,6
2017-05-21 17:57:39,2017-05-21,2
2017-06-08 13:31:59,2017-06-08,6
2017-05-11 13:10:22,2017-05-11,8
2017-05-23 23:27:52,2017-05-23,8
2017-05-08 13:01:31,2017-05-08,1
2017-06-11 19:57:45,2017-06-11,8
2017-05-23 14:00:59,2017-05-23,2
2017-06-01 23:44:31,2017-06-01,12
2017-05-22 16:30:28,2017-05-22,5
2017-05-12 18:13:32,2017-05-12,10
2017-05-22 16:41:52,2017-05-22,3
2017-05-23 23:52:30,2017-05-23,2
2017-05-02 13:41:47,2017-05-02,14
2017-06-05 16:37:47,2017-06-05,1
2017-05-29 15:37:28,2017-05-29,9
2017-05-05 03:00:07,2017-05-05,5
2017-06-08 12:08:05,2017-06-08,9
2017-05-07 01:20:15,2017-05-07,3
2017-05-12 16:53:50,2017-05-12,3
2017-05-18 12:01:53,2017-05-18,9
2017-05-29 13:01:05,2017-05-29,2
2017-06-12 16:35:42,2017-06-12,4
2017-05-31 19:01:22,2017-05-31,3
2017-05-16 16:34:38,2017-05-16,6
2017-05-18 03:30:43,2017-05-18,7
2017-05-08 17:27:02,2017-05-08,5
2017-06-05 17:25:36,2017-06-05,8
2017-05-19 13:00:09,2017-05-19,6
2017-05-23 14:48:19,2017-05-23,11
2017-06-14 13:56:57,2017-06-14,4
2017-06-01 14:16:05,2017-06-01,3
2017-06-04 23:14:03,2017-06-04,10
2017-06-11 20:41:25,2017-06-11,10
2017-06-04 11:42:38,2017-06-04,12
2017-05-15 20:19:09,2017-05-15,1
2017-05-19 09:08:04,2017-05-19,4
2017-05-27 08:57:04,2017-05-27,9
2017-05-04 11:45:40,2017-05-04,11
2017-06-05 17:54:00,2017-06-05,6
2017-05-16 21:55:21,2017-05-16,6
2017-05-19 16:25:54,2017-05-19,12
2017-05-15 21:07:20,2017-05-15,13
2017-05-23 00:53:03,2017-05-23,5
2017-06-15 14:26:01,2017-06-15,1
2017-06-05 21:59:40,2017-06-05,13
2017-05-04 21:29:55,2017-05-04,5
2017-05-09 22:20:15,2017-05-09,4
2017-06-12 22:15:32,2017-06-12,6
2017-06-01 18:58:15,2017-06-01,4
2017-05-29 12:08:15,2017-05-29,5
2017-05-11 02:07:10,2017-05-11,14
2017-06-08 16:18:06,2017-06-08,4
2017-05-28 11:49:27,2017-05-28,14
2017-05-11 13:35:03,2017-05-11,9
2017-06-09 10:43:31,2017-06-09,8
2017-05-19 01:33:50,2017-05-19,7
2017-05-18 11:23:26,2017-05-18,4
2017-05-23 10:13:30,2017-05-23,3
2017-05-23 21:10:31,2017-05-23,14
2017-06-02 12:26:55,2017-06-02,3
2017-06-08 22:46:23,2017-06-08,7
2017-05-26 13:28:20,2017-05-26,9
2017-06-06 21:31:50,2017-06-06,5
2017-06-13 10:02:31,2017-06-13,5
2017-06-05 19:10:23,2017-06-05,14
2017-05-10 20:40:23,2017-05-10,14
2017-06-14 23:48:42,2017-06-14,3
2017-06-02 09:45:29,2017-06-02,2
2017-06-08 08:58:53,2017-06-08,13
2017-06-14 11:50:36,2017-06-14,12
2017-06-11 20:33:08,2017-06-11,9
2017-05-03 23:41:12,2017-05-03,12
2017-05-08 17:30:15,2017-05-08,5
2017-05-21 12:45:22,2017-05-21,12
2017-05-04 21:49:52,2017-05-04,13
2017-05-29 20:37:01,2017-05-29,6
2017-05-13 09:43:02,2017-05-13,1
2017-05-31 21:19:45,2017-05-31,13
2017-05-14 18:25:10,2017-05-14,1
2017-05-23 13:26:58,2017-05-23,12
2017-05-30 18:54:05,2017-05-30,10
2017-05-10 18:13:04,2017-05-10,12
2017-05-08 12:49:28,2017-05-08,7
2017-05-05 21:07:46,2017-05-05,10
2017-05-11 14:52:11,2017-05-11,9
2017-05-03 11:39:00,2017-05-03,11
2017-05-28 14:45:44,2017-05-28,1
2017-05-29 12:53:04,2017-05-29,9
2017-06-01 01:02:27,2017-06-01,10
2017-05-27 19:20:24,2017-05-27,11
2017-06-06 17:00:18,2017-06-06,13
2017-05-09 20:53:08,2017-05-09,11
2017-05-15 10:46:00,2017-05-15,6
2017-06-12 15:06:54,2017-06-12,2
2017-06-01 19:12:32,2017-06-01,1
2017-05-04 13:11:40,2017-05-04,8
2017-05-01 20:18:25,2017-05-01,11
2017-05-27 12:16:38,2017-05-27,2
2017-06-05 17:53:59,2017-06-05,13
2017-06-08 16:35:54,2017-06-08,1
2017-06-06 21:42:04,2017-06-06,11
2017-06-14 17:47:53,2017-06-14,12
2017-05-04 16:51:13,2017-05-04,3
2017-05-27 20:21:07,2017-05-27,12
2017-05-26 12:42:13,2017-05-26,11
2017-06-08 08:41:16,2017-06-08,6
2017-05-26 13:08:15,2017-05-26,7
2017-05-01 19:21:07,2017-05-01,3
2017-05-12 15:34:02,2017-05-12,13
2017-05-09 13:49:02,2017-05-09,7
2017-05-11 01:40:51,2017-05-11,12
2017-05-19 18:12:19,2017-05-19,9
2017-05-18 11:00:04,2017-05-18,2
2017-05-12 16:24:51,2017-05-12,1
2017-05-23 11:14:47,2017-05-23,11
2017-05-25 08:39:38,2017-05-25,2
2017-05-22 15:46:17,2017-05-22,4
2017-05-15 10:20:36,2017-05-15,4
2017-06-06 22:52:22,2017-06-06,10
2017-06-11 16:22:09,2017-06-11,1
2017-05-16 21:37:14,2017-05-16,8
2017-06-08 17:16:05,2017-06-08,1
2017-05-19 18:36:32,2017-05-19,2
2017-05-31 20:45:16,2017-05-31,10
