"INCOME","SEX","MARITAL.STATUS","AGE","EDUCATION","OCCUPATION","AREA","DUAL.INCOMES","HOUSEHOLD.SIZE","UNDER18","HOUSEHOLDER","HOME.TYPE","ETHNIC.CLASS","LANGUAGE"
"[75.000-","F","Married","55-64","College graduate","Retired","10+ years","Not Married","Two","None","Own","House","White",NA
"[40.000-50.000)","M","Married","35-44","College graduate","Military","10+ years","Not Married","Four","One","Rent","House","White",NA
"[20.000-25.000)","F","Divorced","55-64","Graduated High Scool","Clerical/Service Worker","10+ years","Not Married","One","None","Rent","Apartment","White","Other"
"[30.000-40.000)","M","Divorced","65+","Grades 9 to 11","Professional/Managerial","10+ years","Not Married","Three","One","Rent","Apartment","White","English"
"[50.000-75.000)","M","Married","55-64","Graduated High Scool","Professional/Managerial","10+ years","No","Two","None","Own","House","White","English"
"[40.000-50.000)","F","Married","55-64","Graduated High Scool","Homemaker","10+ years","No","Four","One","Own","House","White","English"
"[40.000-50.000)","F","Widowed","65+","College graduate","Retired","10+ years","Not Married","One","None","Own","House","White","English"
"[75.000-","M","Married","55-64","Grad Study","Professional/Managerial","10+ years","No","Four","None","Own","House","White","English"
"[75.000-","F","Married","55-64","Grad Study","Homemaker","10+ years","Yes","Two","None","Own","Condominium","White","English"
"[50.000-75.000)","F","Married","55-64","College graduate","Homemaker","10+ years","No","Four","One","Own","House","White","English"
"[50.000-75.000)","M","Widowed","65+","College graduate","Retired","10+ years","Not Married","One","None","Own","House","White","English"
"[30.000-40.000)","M","Married","55-64","Graduated High Scool","Clerical/Service Worker","10+ years","Not Married","Two","None","Own","Condominium","Black","English"
"[40.000-50.000)","F","Married","55-64",NA,"Homemaker","10+ years","No","Two","None","Own","House","White","English"
"[20.000-25.000)","F","Married","55-64","Graduated High Scool","Homemaker","10+ years","No","Two","None","Own","House","White","English"
"[10.000-15.000)","M","Divorced","45-54","Grades 9 to 11","Retired","10+ years","Not Married","One","None","Rent","Apartment","Asian","Other"
"[20.000-25.000)","F","Together","25-34","1 to 3 years of college","Sales Worker","4-6 years","Yes","Two","One","Rent","Apartment","White","English"
"[50.000-75.000)","F","Married","25-34","Graduated High Scool","Homemaker","10+ years","No","Three","One","Own","House","White","English"
"[15.000-20.000)","M","Single","18-24","Graduated High Scool","Clerical/Service Worker","10+ years","Not Married","Three","None","Family","House","White",NA
"[40.000-50.000)","F","Single","25-34","College graduate","Professional/Managerial","10+ years","Not Married","Two","One","Rent","House","White","English"
"[20.000-25.000)","M","Married","65+","Graduated High Scool","Retired","10+ years","No","Two","None","Own","House","White","English"
"-10.000)","F","Single","18-24","Graduated High Scool","Unemployed","1-3 years","Not Married","Two","None","Rent","Apartment","Black","English"
"[40.000-50.000)","M","Married","35-44","1 to 3 years of college","Professional/Managerial","10+ years","Yes","Two","None","Rent","Apartment","White","English"
"[25.000-30.000)","F","Married","18-24","Graduated High Scool","Sales Worker","10+ years","Yes","Two","None","Rent","Apartment","White","English"
"[15.000-20.000)","F","Single","18-24","1 to 3 years of college","Student, HS or College","10+ years","Not Married",NA,"None","Rent","Apartment","White",NA
"[15.000-20.000)","M","Together","25-34","1 to 3 years of college","Factory Worker/Laborer/Driver","7-10 years","Not Married","Two","None","Rent","House","White","English"
"[15.000-20.000)","M","Together","25-34","1 to 3 years of college","Factory Worker/Laborer/Driver","7-10 years","Not Married","Two","None","Rent","House","Hispanic","English"
"[30.000-40.000)","M","Married","35-44","1 to 3 years of college","Factory Worker/Laborer/Driver","10+ years","No","Two","None","Rent","House","Hispanic","English"
"[15.000-20.000)","M","Single","18-24","Graduated High Scool","Military","10+ years","Not Married",NA,"None","Rent","Other","Hispanic",NA
"[40.000-50.000)","M","Married","45-54","1 to 3 years of college","Professional/Managerial","10+ years","Yes","Four","Two","Own","House","White",NA
"-10.000)","F","Single","14-17","Grades 9 to 11","Student, HS or College","10+ years","Not Married",NA,"None","Family","House","White",NA
"-10.000)","M","Single","14-17","Grades 9 to 11","Student, HS or College","10+ years","Not Married",NA,"None","Family","House","White",NA
"[10.000-15.000)","F","Single","18-24","Graduated High Scool","Clerical/Service Worker","10+ years","Not Married",NA,"None","Family","Condominium","White","English"
"-10.000)","M","Single","18-24","1 to 3 years of college","Student, HS or College","10+ years","Not Married",NA,"None","Family","Condominium","White",NA
"-10.000)","F","Single","18-24","Graduated High Scool","Student, HS or College","10+ years","Not Married",NA,"None","Family","Condominium","White",NA
"[25.000-30.000)","M","Divorced","35-44","Graduated High Scool","Factory Worker/Laborer/Driver","1-3 years","Not Married","One","None","Rent","Apartment","Black","English"
"[40.000-50.000)","M",NA,"35-44","Graduated High Scool","Professional/Managerial","1-3 years","Not Married","Two","None","Rent","Apartment","White",NA
"[25.000-30.000)","F","Together","35-44","Graduated High Scool","Sales Worker","1-3 years","Not Married","Two","None","Rent","Condominium","Black","English"
"[20.000-25.000)","F","Single","18-24","Graduated High Scool","Clerical/Service Worker","10+ years","Not Married","Two","None","Rent","Apartment","White",NA
"[75.000-","M","Married","35-44","College graduate","Professional/Managerial","10+ years","Yes","Three","One","Own","House","White","English"
"[40.000-50.000)","M","Married","25-34","1 to 3 years of college","Military","10+ years","Yes","Two","None","Rent","Condominium","White","English"
"[50.000-75.000)","M","Married","55-64","College graduate","Retired","10+ years","No","Two","None","Own","House","White","English"
"[30.000-40.000)","M","Single","18-24","College graduate","Military","10+ years","Not Married","Two","None","Family",NA,"White","English"
"-10.000)","F","Single","14-17",NA,"Student, HS or College","10+ years","Not Married","Six","Four","Family","House","Hispanic",NA
"-10.000)","F","Single","14-17",NA,"Student, HS or College","10+ years","Not Married","Five","Three","Family","House","Black",NA
"-10.000)","M","Single","14-17",NA,"Student, HS or College","10+ years","Not Married","Three","Two","Family","House","Black",NA
"-10.000)","M","Single","14-17",NA,"Student, HS or College","10+ years","Not Married","Four","Two","Family","House","White",NA
"[10.000-15.000)","F","Divorced","25-34","1 to 3 years of college","Student, HS or College","10+ years","Not Married","One","None","Rent",NA,"White","English"
"[50.000-75.000)","M","Married","55-64","College graduate","Professional/Managerial","10+ years","Yes","Two","None",NA,"House","Black","English"
"[40.000-50.000)","M","Married","25-34","College graduate","Professional/Managerial","10+ years","Yes","Three","One","Own","House","White","English"
"[50.000-75.000)","F","Married","35-44","College graduate","Professional/Managerial","10+ years","Yes","Two","None","Own","House","White","English"
"[50.000-75.000)","F","Married","45-54","College graduate","Professional/Managerial","10+ years","Yes","Two","None","Rent","Apartment","White","English"
"[25.000-30.000)","M","Divorced","35-44","Graduated High Scool","Factory Worker/Laborer/Driver","10+ years","Not Married","One","None","Rent","Apartment","White","English"
"[15.000-20.000)","F","Divorced","35-44","1 to 3 years of college","Sales Worker","10+ years","Not Married","One","None","Rent","Apartment","White","English"
"-10.000)","M","Single","18-24","Graduated High Scool","Student, HS or College","7-10 years","Not Married",NA,"None","Rent","Apartment","White",NA
"[25.000-30.000)","F","Married","35-44","1 to 3 years of college","Sales Worker","10+ years","Yes","Four","Two","Own","House","White","English"
"[20.000-25.000)","M","Divorced","35-44","1 to 3 years of college","Clerical/Service Worker","7-10 years","Not Married","One","None","Rent","Condominium","American Indian","English"
"[40.000-50.000)","F","Married","45-54","College graduate","Military","10+ years","Not Married","Three","None","Own","House","White","English"
"[40.000-50.000)","F","Married","45-54","Grad Study","Military","10+ years","Not Married","Four","One","Own","House","White","English"
"[50.000-75.000)","F","Together","55-64","College graduate","Retired","-1 year","No","Two","None","Own","Apartment","White","English"
"[50.000-75.000)","M","Together","55-64","College graduate","Retired","10+ years","Not Married","Two","None","Own","House","White","English"
"[50.000-75.000)","F","Married","55-64","College graduate","Retired","10+ years","No","Four","None","Own","House","White","English"
"[50.000-75.000)","F","Married","55-64","College graduate","Retired","10+ years","Not Married","Two","None","Own","House",NA,"English"
"[50.000-75.000)","M","Together","25-34","College graduate","Professional/Managerial","10+ years","Not Married","Four","One","Rent","Condominium","White","English"
"[20.000-25.000)","M","Single","18-24","College graduate","Clerical/Service Worker","10+ years","Not Married","Four","One","Rent","Apartment","White","English"
"[50.000-75.000)","M","Married","65+","College graduate","Retired","10+ years","Not Married","Five","Two","Own","House","White","English"
"[40.000-50.000)","F","Married","18-24","Graduated High Scool","Clerical/Service Worker","10+ years","Yes","Four","None","Rent","Apartment","White","English"
"[40.000-50.000)","F","Married","45-54","College graduate","Clerical/Service Worker","10+ years","Yes","Four","None","Own","House","White","English"
"[50.000-75.000)","M","Married","25-34","College graduate",NA,"10+ years","Not Married",NA,"None","Own","House","White","English"
"[50.000-75.000)","F","Married","65+","College graduate","Retired","10+ years","Not Married","Two","None","Own","House","White","English"
"[75.000-","M","Married","65+","College graduate","Retired","10+ years","Not Married","Two","None","Own","House","White","English"
"[40.000-50.000)","F","Widowed","65+","College graduate","Retired","10+ years","Not Married","One","None","Own","House","White","English"
"[50.000-75.000)","M","Married","35-44","1 to 3 years of college","Military","1-3 years","Yes","Two","None","Own","House","White","English"
"[20.000-25.000)","F","Divorced","25-34","1 to 3 years of college","Clerical/Service Worker","10+ years","Not Married","Two","One","Rent","Apartment","Black","English"
"-10.000)","F","Single","14-17","Grade 8 or less",NA,"7-10 years","Not Married","Two","One","Family","Apartment","Black","English"
"[20.000-25.000)","M","Single","25-34","1 to 3 years of college","Professional/Managerial","-1 year","Not Married",NA,"None","Rent","Apartment","White","English"
"[25.000-30.000)","F","Married","25-34","1 to 3 years of college","Professional/Managerial","10+ years","Yes","Four","One","Rent","Apartment","Black","English"
"-10.000)","F","Single","14-17","Grade 8 or less",NA,"1-3 years","Not Married","Three","None","Family","House","Hispanic","English"
"[20.000-25.000)","M","Single","25-34","Grad Study","Student, HS or College","10+ years","Not Married","Six","Three","Rent","Apartment","Black","English"
"-10.000)","F","Single","18-24","Graduated High Scool","Sales Worker","7-10 years","Not Married",NA,"None","Rent",NA,"White",NA
"-10.000)","F","Single","25-34","1 to 3 years of college","Unemployed","10+ years","Not Married","Two","None","Own","Other","White","English"
"-10.000)","F","Single","18-24","Graduated High Scool","Homemaker","10+ years","Not Married","Two","One","Rent","Apartment","Black","English"
"[20.000-25.000)","M","Together","18-24","1 to 3 years of college","Sales Worker","10+ years","Not Married","Two","None","Rent","Apartment","White","English"
"[15.000-20.000)","F","Single","18-24","Graduated High Scool","Sales Worker","7-10 years","Not Married","Two","None","Rent","Apartment","White",NA
"[40.000-50.000)","M","Married","35-44","1 to 3 years of college","Professional/Managerial","10+ years","Yes","Two","None","Own","House","Black",NA
"[25.000-30.000)","F","Married","35-44","1 to 3 years of college","Sales Worker","10+ years","Yes","Two","None","Own","House","Black",NA
"[15.000-20.000)","F","Widowed","65+","Graduated High Scool","Retired","10+ years","Not Married","One","None","Rent","Apartment","White",NA
"[20.000-25.000)","M","Widowed","65+","Graduated High Scool","Retired","10+ years","Not Married","One","None","Rent","Mobile Home","White",NA
"[30.000-40.000)","M",NA,"45-54","College graduate","Professional/Managerial","7-10 years","Yes","Three","One","Own","Condominium","White","English"
"[25.000-30.000)","F",NA,"45-54","1 to 3 years of college","Clerical/Service Worker",NA,"Yes","Four","Two","Own","House","White","English"
"[30.000-40.000)","F",NA,"45-54","1 to 3 years of college","Clerical/Service Worker",NA,"Yes","Five","Two","Own","House","White","English"
"[20.000-25.000)","F",NA,"45-54","College graduate","Professional/Managerial","10+ years","Yes","Five","Three","Own","Condominium","White","English"
"-10.000)","M","Single","14-17","Grades 9 to 11","Student, HS or College","10+ years","Not Married","Four","Two","Family","House","White",NA
"-10.000)","F","Single","14-17","Grades 9 to 11","Student, HS or College","7-10 years","Not Married","Five","Two","Family","House","White",NA
"-10.000)","M","Single","14-17","Grades 9 to 11","Student, HS or College","7-10 years","Not Married","Three","None","Family","House","White",NA
"-10.000)","M","Single","14-17","Grades 9 to 11","Student, HS or College","4-6 years","Not Married","Three","One","Family","Apartment","White",NA
"-10.000)","F","Single","14-17","Grades 9 to 11","Student, HS or College","7-10 years","Not Married","Two","One","Family","Apartment","White",NA
"[20.000-25.000)","M",NA,"25-34","College graduate","Factory Worker/Laborer/Driver","10+ years","Not Married","One","None","Rent","Apartment","White",NA
"-10.000)","M",NA,"25-34","1 to 3 years of college","Unemployed","10+ years","Not Married","Two","None","Rent","Condominium","White","English"
"[20.000-25.000)","M",NA,"25-34","1 to 3 years of college","Military","7-10 years","Not Married","One","None",NA,NA,"Black",NA
"-10.000)","F","Single","14-17",NA,"Student, HS or College","7-10 years","Not Married","Four","Two","Family","House","White",NA
"[10.000-15.000)","F","Divorced","25-34","1 to 3 years of college","Student, HS or College","10+ years","Not Married","One","None","Rent",NA,"White","English"
"[20.000-25.000)","M",NA,"25-34","1 to 3 years of college","Student, HS or College","10+ years","Not Married","One","None","Family",NA,"Hispanic",NA
"[20.000-25.000)","M","Single","25-34","Graduated High Scool","Factory Worker/Laborer/Driver","10+ years","Not Married","One","None","Rent","Apartment","White","English"
"[40.000-50.000)","M","Together","18-24","College graduate","Clerical/Service Worker","10+ years","Not Married","Five","One","Own","House","White","English"
"-10.000)","F","Single","14-17","Grades 9 to 11","Student, HS or College","10+ years","Not Married","Three","Two","Family","Apartment","White","English"
"-10.000)","F","Single","14-17","Grade 8 or less","Student, HS or College","10+ years","Not Married",NA,"None","Family","House","Hispanic","English"
"-10.000)","F","Single","18-24","Graduated High Scool","Military","-1 year","Not Married","One","None",NA,"Other","White","English"
"[20.000-25.000)","F","Divorced","45-54","1 to 3 years of college","Professional/Managerial","10+ years","Not Married",NA,"None","Own","House","White","English"
"-10.000)","F","Single","14-17","Grade 8 or less","Student, HS or College","10+ years","Not Married","Three","One","Family","Other","White","English"
"[50.000-75.000)","F","Single","18-24","Graduated High Scool","Student, HS or College","10+ years","Not Married","Five","Three","Family","House","Hispanic","English"
"[30.000-40.000)","F","Married","65+","1 to 3 years of college","Retired","10+ years","No","Two","None","Own","House","White","English"
"[30.000-40.000)","M","Married","65+","Grades 9 to 11","Retired","10+ years","No","Two","None","Rent","Apartment","White","English"
"[30.000-40.000)","F","Married","65+","Graduated High Scool","Homemaker","10+ years","No","Two","None","Own","Condominium","White","English"
"[40.000-50.000)","F","Divorced","65+","Grad Study","Professional/Managerial","1-3 years","Not Married","One","None","Own","Condominium","White","English"
"[25.000-30.000)","M","Married","65+","Graduated High Scool","Retired","10+ years","No","Two","None","Rent","House","White","English"
"-10.000)","F","Single","18-24","1 to 3 years of college","Student, HS or College","10+ years","Not Married",NA,"None","Family","Apartment","American Indian","English"
"[30.000-40.000)","M","Married","25-34","1 to 3 years of college","Clerical/Service Worker","10+ years","Yes","Four","Two","Own","House","Black","English"
"[30.000-40.000)","F","Together","25-34","College graduate","Professional/Managerial","10+ years","Not Married","Two","None","Rent","Apartment","White","English"
"[25.000-30.000)","F","Married","25-34","1 to 3 years of college","Professional/Managerial","7-10 years","No","Three","One","Rent","Apartment","White","Other"
"[25.000-30.000)","M","Together","25-34","1 to 3 years of college","Professional/Managerial","10+ years","Not Married","Two","None","Rent","Apartment","White","English"
"[15.000-20.000)","F","Together","25-34","1 to 3 years of college","Clerical/Service Worker","10+ years","Not Married","Two","None","Rent","Apartment","White","English"
"-10.000)","F","Married","25-34","Graduated High Scool","Clerical/Service Worker","10+ years","Yes","Four","Two","Rent","House","Black","English"
"[40.000-50.000)","F","Married","35-44","College graduate","Homemaker","10+ years","No","Four","Two","Own","House","White","English"
"[10.000-15.000)","M","Divorced","18-24","Graduated High Scool","Military","-1 year","Not Married","One","None","Rent","Apartment","White","English"
"-10.000)","F","Single","18-24","1 to 3 years of college","Student, HS or College","4-6 years","Not Married","Four","None","Rent","House","White","English"
"[25.000-30.000)","F","Widowed","65+","1 to 3 years of college","Professional/Managerial","10+ years","Not Married","One","None","Rent","Apartment","White","English"
"[50.000-75.000)","M","Married","55-64","College graduate","Professional/Managerial","10+ years","Yes","Two","None","Own","House","Hispanic","English"
"[30.000-40.000)","F","Divorced","45-54","Grad Study","Professional/Managerial","4-6 years","Not Married","Two","One","Rent","Apartment","White","English"
"[20.000-25.000)","F","Divorced","45-54","1 to 3 years of college","Clerical/Service Worker","10+ years","Not Married","Three","None","Own","House","White","English"
"[40.000-50.000)","F","Married","35-44","Graduated High Scool","Clerical/Service Worker","10+ years","Yes","Four","Two","Own","Apartment","Other","English"
"[10.000-15.000)","M","Single","25-34","1 to 3 years of college","Sales Worker","10+ years","Not Married","One","None","Rent","House","Hispanic","English"
"-10.000)","M","Single","25-34","College graduate","Unemployed","1-3 years","Not Married","Four","None","Rent","Apartment","Pacific Islander","Other"
"-10.000)","F","Divorced","25-34","Graduated High Scool","Homemaker","10+ years","Not Married","Three","Two","Rent","House","American Indian","English"
"[10.000-15.000)","M","Single","18-24","Graduated High Scool","Military","1-3 years","Not Married","Two","None","Rent","Apartment","White","English"
"-10.000)","F","Single","14-17","Grade 8 or less","Student, HS or College","7-10 years","Not Married","Five","Two","Family","Condominium","Asian","Other"
"-10.000)","F","Single","14-17","Grade 8 or less","Student, HS or College","10+ years","Not Married","Six","Four","Family","House","Hispanic","English"
"-10.000)","F","Single","14-17","Grade 8 or less","Student, HS or College","1-3 years","Not Married","Five","Two","Family",NA,"Asian","English"
"[15.000-20.000)","M","Single","25-34","Graduated High Scool","Military","-1 year","Not Married",NA,"None","Rent","Apartment","White","English"
"-10.000)","F","Single","14-17","Grade 8 or less","Student, HS or College","10+ years","Not Married","Five","Two","Family","House","White","English"
"-10.000)","F","Single","14-17","Grade 8 or less","Student, HS or College","10+ years","Not Married","Three","Two","Family","Apartment","White","English"
"-10.000)","F","Single","14-17","Grade 8 or less","Student, HS or College","7-10 years","Not Married","Four","Two","Family","House","Asian","Other"
"[20.000-25.000)","M","Single","18-24","Graduated High Scool","Sales Worker",NA,"Not Married","Two","None","Rent","Apartment","White","English"
"[40.000-50.000)","M","Divorced","55-64","Grad Study","Professional/Managerial","10+ years","Not Married","Two","None","Rent","Apartment","White","English"
"[75.000-","M","Single","18-24","1 to 3 years of college","Professional/Managerial","10+ years","Not Married","Eight","Two","Own","House","Hispanic","English"
"-10.000)","M","Single","18-24","Graduated High Scool","Sales Worker",NA,"Not Married","Three","None","Family","House","Hispanic","English"
"[20.000-25.000)","F","Single","25-34","1 to 3 years of college","Student, HS or College","1-3 years","Not Married","One","None","Rent","Apartment","White","English"
"[75.000-","M","Single","14-17","Grade 8 or less","Unemployed","7-10 years","Not Married","Four","Two","Rent","Other","White","English"
"[40.000-50.000)","F","Single","18-24","1 to 3 years of college","Student, HS or College","10+ years","Not Married","Three","None","Family","House","White","English"
"-10.000)","F","Single","14-17","Grade 8 or less","Student, HS or College","10+ years","Not Married","Five","Three","Family","House","Black","English"
"[25.000-30.000)","F","Divorced","55-64","Graduated High Scool","Clerical/Service Worker","10+ years","Not Married","Five","Three","Own",NA,"Black","English"
"[20.000-25.000)","M","Married","55-64","Grades 9 to 11","Factory Worker/Laborer/Driver","10+ years","Yes","Three","None","Own","Condominium","White","English"
"-10.000)","M","Single","14-17","Grades 9 to 11","Student, HS or College","1-3 years","Not Married","Eight","Six","Family","House","Pacific Islander","English"
"-10.000)","M","Single","14-17","Grades 9 to 11","Student, HS or College","10+ years","Not Married","Eight","Six","Family","House","Pacific Islander","English"
"-10.000)","F","Single","14-17","Grades 9 to 11","Student, HS or College","10+ years","Not Married","Five","Three","Family","House","Asian","English"
"[75.000-","F","Single","14-17","Grade 8 or less","Unemployed","10+ years","Not Married","Five","Two","Family","House","American Indian","English"
"-10.000)","M","Single","14-17","Grade 8 or less","Student, HS or College","1-3 years","Not Married","Seven","Five","Family","Apartment","Asian","Other"
"-10.000)","M","Single","18-24",NA,"Student, HS or College","1-3 years","Not Married","Four","None",NA,"House","White","English"
"[10.000-15.000)","M","Single","18-24","Graduated High Scool","Military","-1 year","Not Married","One","None",NA,"Other","White","English"
"-10.000)","M","Single","18-24","Graduated High Scool","Military","1-3 years","Not Married","One","None",NA,"Other","White","English"
"[10.000-15.000)","M","Single","18-24","Graduated High Scool","Military","1-3 years","Not Married","Five","Two","Family","Apartment","Black","English"
"[25.000-30.000)","F","Married","18-24","Graduated High Scool","Clerical/Service Worker","-1 year","Yes","Two","None","Rent","Apartment","White","English"
"-10.000)","M","Single","18-24","Graduated High Scool","Military","-1 year","Not Married","One","None","Family","House","White","English"
"[20.000-25.000)","F","Single","18-24","1 to 3 years of college","Sales Worker","7-10 years","Not Married","Three","None","Own","Other","Asian","English"
"[10.000-15.000)","F","Together","18-24","1 to 3 years of college","Student, HS or College","10+ years","Not Married","Three","None","Rent","Apartment","Black","English"
"[50.000-75.000)","F","Married","25-34","1 to 3 years of college","Professional/Managerial","10+ years","Yes","Two","None","Own","House","White","English"
"[40.000-50.000)","F","Married","25-34","1 to 3 years of college","Homemaker",NA,"No","Four","Two","Own","House","White","English"
"[30.000-40.000)","F","Divorced","25-34","1 to 3 years of college","Professional/Managerial","10+ years","Not Married","Two","None","Own","Condominium","Black","English"
"[20.000-25.000)","F","Married","25-34","1 to 3 years of college","Student, HS or College","4-6 years","Yes","Five","Three","Rent","Apartment","Black","English"
"[20.000-25.000)","F","Married","25-34","1 to 3 years of college","Clerical/Service Worker","10+ years","Yes","Three","One","Rent","House","White","English"
"-10.000)","M","Single","25-34","College graduate","Unemployed","10+ years","Not Married","Two","None","Own","House","Black","English"
"[50.000-75.000)","M","Married","25-34","College graduate","Clerical/Service Worker","10+ years","Yes","Two","None","Own","House","Asian","English"
"[40.000-50.000)","M","Single","25-34","Grad Study","Professional/Managerial","4-6 years","Not Married","One","None","Rent","Condominium","White","English"
"[15.000-20.000)","F","Married","25-34","Graduated High Scool","Professional/Managerial","1-3 years","No","Five","Three","Rent","Other","White","English"
"[75.000-","F","Together","25-34","College graduate","Professional/Managerial","7-10 years","Yes","Two","None","Own","Condominium","White","English"
"[50.000-75.000)","F","Married","25-34","College graduate","Professional/Managerial","7-10 years","Yes",NA,"None","Own","House","White","English"
"[30.000-40.000)","M","Single","25-34","Graduated High Scool","Clerical/Service Worker","1-3 years","Not Married","One","None","Own","House","White","English"
"[15.000-20.000)","F","Single","25-34","1 to 3 years of college","Professional/Managerial","10+ years","Not Married",NA,"None","Rent",NA,"White","English"
"[30.000-40.000)","M","Married","25-34","College graduate","Professional/Managerial","7-10 years","Yes","Two","None","Rent","Apartment","White","English"
"[20.000-25.000)","M","Divorced","25-34","Graduated High Scool","Sales Worker","10+ years","Not Married","One","None","Rent","Apartment","White","English"
"[30.000-40.000)","F","Married","25-34","Grades 9 to 11","Homemaker","10+ years","Yes","Four","Two","Own","House","White","English"
"-10.000)","M","Single","25-34","Graduated High Scool","Unemployed","10+ years","Not Married","One","None",NA,"House","White","English"
"[15.000-20.000)","F","Divorced","25-34","1 to 3 years of college","Clerical/Service Worker","10+ years","Not Married","Three","Two","Own","House","Black","English"
"[20.000-25.000)","F","Widowed","35-44","Grad Study","Clerical/Service Worker","10+ years","Not Married","One","None","Rent","Apartment","White","English"
"[50.000-75.000)","F","Married","35-44","1 to 3 years of college","Homemaker","10+ years","No","Four","Two","Own","House","White",NA
"[30.000-40.000)","F","Married","35-44","1 to 3 years of college","Professional/Managerial","10+ years","Yes","Six","Four","Rent","House","Other","English"
"[20.000-25.000)","M","Divorced","35-44","Graduated High Scool","Military","1-3 years","Not Married","One","None","Rent","Apartment","White","English"
"[75.000-","F","Married","35-44","Grad Study","Professional/Managerial","10+ years","Yes","Three","One","Own","House","White","English"
"[40.000-50.000)","F","Married","35-44","Graduated High Scool","Clerical/Service Worker","10+ years","Yes","Two","None","Own","House","White",NA
"[40.000-50.000)","F","Single","35-44","Grad Study","Professional/Managerial","10+ years","Not Married","Three","None","Own","House","White","English"
"[10.000-15.000)","F","Divorced","35-44","1 to 3 years of college","Unemployed",NA,"Not Married","One","None","Own","House","White",NA
"[50.000-75.000)","F","Divorced","35-44","Graduated High Scool","Professional/Managerial","4-6 years","Not Married","One","None","Rent","House","White","English"
"-10.000)","F",NA,"35-44","Grades 9 to 11","Sales Worker","10+ years","No","Three","Two","Rent","Apartment","White","English"
"[30.000-40.000)","F","Married","35-44","Grad Study","Homemaker","10+ years","No","Four","Two","Own","House","White","English"
"[75.000-","M","Together","35-44","Grad Study","Professional/Managerial",NA,"Not Married","Two","None","Own","House","White","English"
"[50.000-75.000)","M","Married","35-44","Grad Study","Professional/Managerial","1-3 years","Yes","Four","Two","Rent","Condominium","White","English"
"[50.000-75.000)","M","Married","35-44","1 to 3 years of college","Professional/Managerial","10+ years","Yes","Three","One","Rent","House","Other","English"
"[75.000-","F","Married","35-44","College graduate","Sales Worker","10+ years","Yes","Three","One","Own","House","White","English"
"[50.000-75.000)","F","Married","35-44","1 to 3 years of college","Homemaker","4-6 years","No","Five","Two","Rent","House","White","Spanish"
"[50.000-75.000)","F","Married","45-54","Grad Study","Professional/Managerial","10+ years","Yes","Two","None","Own","House","White","English"
"[30.000-40.000)","F","Divorced","45-54","1 to 3 years of college","Professional/Managerial","10+ years","Not Married","One","None","Rent","Other","White","English"
"[30.000-40.000)","F","Single","45-54","1 to 3 years of college","Professional/Managerial","10+ years","Not Married","Two","None","Family","Other","White","English"
"[50.000-75.000)","F","Married","45-54","College graduate","Professional/Managerial",NA,"Yes","Two","None","Own","House","White","English"
"[25.000-30.000)","F","Together","45-54","1 to 3 years of college","Clerical/Service Worker","10+ years","Not Married","Two","None","Rent","Other","White","English"
"[30.000-40.000)","F","Together","45-54","1 to 3 years of college","Professional/Managerial","10+ years","Not Married","Two","None","Own","House","White","English"
"[20.000-25.000)","F","Divorced","45-54","1 to 3 years of college","Clerical/Service Worker","1-3 years","Not Married","One","None","Rent","Apartment","White","English"
"[30.000-40.000)","F","Married","55-64","Graduated High Scool","Homemaker","10+ years","No","Seven","Two","Own","House","White","English"
"[10.000-15.000)","F","Divorced","55-64","1 to 3 years of college","Factory Worker/Laborer/Driver","10+ years","Not Married","One","None","Rent","Apartment","White","English"
"[20.000-25.000)","F","Widowed","55-64","1 to 3 years of college","Retired","10+ years","Not Married","One","None","Own",NA,"White","English"
"[10.000-15.000)","F","Widowed","65+","College graduate","Clerical/Service Worker","10+ years","Not Married","One","None","Own","Condominium","White","English"
"-10.000)","M","Married","65+","Graduated High Scool","Clerical/Service Worker","7-10 years","No","Two","None","Rent","Apartment","Asian","Other"
"[50.000-75.000)","F","Widowed","65+","Grad Study","Retired","7-10 years","Not Married","One","None","Own","Condominium","White","English"
"[40.000-50.000)","F","Divorced","25-34","Graduated High Scool","Homemaker","7-10 years","Not Married",NA,"None","Family","House","White","English"
"[75.000-","F","Married","45-54","College graduate","Professional/Managerial","10+ years","Yes","One","None","Own","House","White","English"
"[10.000-15.000)","F","Single","14-17","Grade 8 or less","Sales Worker",NA,"Not Married","Five","Two","Family","House","Black","English"
"-10.000)","F","Single","14-17","Grades 9 to 11","Student, HS or College","4-6 years","Not Married","Four","Two","Family","House","Black","English"
"-10.000)","M","Single","14-17","Grades 9 to 11","Student, HS or College","7-10 years","Not Married","Three","One","Family","Other","White","English"
"-10.000)","M","Single","14-17","Grades 9 to 11","Student, HS or College","10+ years","Not Married",NA,"None","Family","House","White","English"
"-10.000)","M","Single","14-17","Grades 9 to 11","Military","1-3 years","Not Married","One","None","Own","Other","White","English"
"-10.000)","M","Single","14-17","Grade 8 or less","Student, HS or College","10+ years","Not Married","Six","None","Family",NA,"White","English"
"-10.000)","F","Single","14-17","Grades 9 to 11","Student, HS or College","4-6 years","Not Married","Two","One","Family","Apartment","White","English"
"-10.000)","F","Single","14-17","Grades 9 to 11","Student, HS or College","10+ years","Not Married",NA,"None","Family",NA,"White","English"
"[10.000-15.000)","F","Single","14-17","Grades 9 to 11","Factory Worker/Laborer/Driver","4-6 years","Not Married","Five","Two","Family","Apartment","Asian","English"
